URLLength,Domain,DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,HasObfuscation,NoOfLettersInURL,NoOfDegitsInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,IsResponsive,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasHiddenFields,Bank,Pay,Crypto,label
14,ucl7ty.net,23,0,,3,2,0,19,0,0,0,0,1,1,3459,23,1,0,1,0,0,10,0,1,0,0,0,0,0
26,qcj8my2bzmuby.info,29,0,,3,0,0,19,4,0,0,0,1,1,2734,23,1,0,0,1,0,0,0,0,0,1,0,0,1
53,0flce77gz4.xyz,26,0,,3,1,0,31,10,0,0,0,2,1,3690,226973,1,57,0,0,0,3,0,0,1,0,1,0,1
68,3mq5wa6f7m2.net,27,0,,2,1,0,18,0,0,0,0,1,1,2216,18831,1,81,1,0,1,6,0,1,1,0,0,0,0
28,uxww19.net,16,0,,2,0,0,0,0,0,0,1,1,1,4602,4603,0,0,0,1,1,4,0,0,0,0,0,0,0
19,r9844985f.net,15,0,,2,0,0,10,3,0,0,0,1,1,1449,23,1,76,0,0,0,8,0,0,1,0,0,0,1
75,qor85dyo6sxlv86.xyz,19,0,,2,0,0,27,0,0,0,0,1,1,4015,38418,1,35,0,0,0,6,0,0,0,0,0,0,0
61,5lg3xwzgzli3ci3.net,19,0,,2,1,0,29,7,0,0,1,1,1,375,268639,1,0,1,0,2,0,0,1,0,0,0,0,1
92,wqi638tssm74.info,18,0,,2,0,0,0,0,0,0,0,2,1,271,245276,1,0,0,0,0,7,1,0,1,0,0,0,1
17,b95nlm6s.info,39,0,,2,2,0,18,0,0,0,0,2,1,2,172354,1,20,0,0,2,0,0,0,1,1,0,0,0
14,gq3dos.net,10,0,,2,1,0,29,15,0,0,0,1,0,1518,229987,1,0,0,1,1,6,0,1,1,1,0,0,1
73,s3n1nyomd64esm.net,17,0,,3,1,0,0,3,0,0,0,1,1,2,62693,1,100,1,0,0,2,0,1,0,0,0,0,1
56,qyd04o31cnp9b.com,15,0,,2,1,0,7,2,0,0,0,2,1,2,81435,1,55,1,0,0,0,0,0,0,0,0,0,1
26,a2vaq.info,20,0,,2,0,0,33,2,0,0,0,1,0,1986,6866,1,53,1,0,0,0,0,1,0,1,0,0,1
14,qq2aw288wr5i.org,23,0,,2,1,0,19,8,0,0,0,1,1,443,13053,1,47,1,0,4,0,0,1,0,0,0,0,0
14,qr49bxnxxovap.info,57,0,,3,1,0,33,16,0,0,0,1,1,4256,167199,0,0,1,1,0,10,0,0,1,1,0,0,1
16,nart4b6s2ap.net,26,0,,3,1,0,37,0,0,0,0,5,1,1319,52166,1,90,0,0,0,6,1,0,0,0,0,0,1
14,oi6iu2.info,5,0,,2,0,0,4,5,0,0,0,1,0,3225,81177,0,60,1,0,0,3,0,1,0,0,0,0,1
72,h9wlwiwtxy5rc.biz,24,0,,2,2,0,2,0,0,0,0,1,1,1815,64948,1,43,1,1,0,4,0,1,1,0,1,0,1
59,43qq44p.xyz,18,0,,2,2,0,11,1,0,0,0,4,0,2,69111,0,38,1,1,0,6,0,1,1,0,0,0,0
17,y0s51g81.org,43,0,,2,1,0,88,1,0,0,0,1,1,8401,33316,1,76,1,0,0,0,0,0,0,0,0,0,0
14,ql5cigdtcmh.xyz,34,0,,3,0,0,2,6,1,0,0,2,1,2,23,1,21,1,0,0,5,0,0,1,0,0,0,1
33,rwush9st9zdw.xyz,21,0,,2,0,0,33,8,1,0,0,1,1,4041,23,1,0,0,0,0,8,0,0,1,0,0,0,1
126,e1de5mkeny.net,23,0,,2,1,0,64,9,0,0,0,1,1,7182,240789,1,36,0,1,1,0,0,0,0,0,0,0,0
47,m8y3miyj56l98.com,4,0,,2,0,0,29,0,0,0,0,1,1,2082,70769,1,31,0,1,0,5,0,0,0,0,0,0,1
43,zxxf8100e26.com,17,0,,2,1,0,3,0,0,0,0,9,1,2,23,1,58,1,0,2,0,0,1,1,0,0,0,1
14,ylj2sa4g47qw7.org,23,0,,3,1,0,13,0,0,0,1,1,1,2,57740,1,49,1,1,0,0,0,1,0,0,1,0,0
14,7q9v9i.net,39,0,,2,1,0,35,1,0,0,0,2,1,2137,43305,1,55,0,0,0,5,0,0,0,0,1,0,1
89,8ytpp.biz,19,0,,2,0,0,43,9,0,0,0,3,0,1039,78621,1,100,1,1,0,3,0,1,0,0,0,0,1
19,e6a48hi.org,4,0,,2,1,0,16,0,0,0,0,1,0,2,23,1,100,1,0,0,1,0,0,0,0,0,0,1
47,irl87d.info,27,0,,3,0,0,0,7,0,0,0,2,1,2,23,1,22,0,0,0,4,0,0,1,0,0,0,0
30,65eflysg40ygg5.biz,31,0,,2,0,0,48,24,0,0,0,3,0,2,23,1,59,1,0,0,7,0,0,0,0,0,0,0
25,yuefnekn8j.biz,31,0,,2,1,0,9,0,0,0,0,1,1,2,67186,1,97,0,0,0,5,0,0,0,0,1,0,1
19,1r9vckslw5ja17f.com,19,0,,2,0,0,53,11,0,0,0,4,0,403,23,1,31,1,1,0,0,1,1,1,0,0,0,0
59,elk2jwu5jm.com,18,0,,2,1,0,12,0,1,0,0,2,1,5447,117297,1,93,1,1,0,1,0,0,0,0,0,0,0
14,oyvbadqw8a.com,40,0,,3,1,0,4,2,0,0,0,1,1,472,151399,1,0,1,1,6,6,1,0,0,0,1,0,0
68,slq0yxk.biz,23,0,,3,1,0,29,0,0,0,0,1,1,1410,173545,1,58,0,1,0,13,0,0,1,0,0,0,1
35,7i2wqn5.xyz,30,0,,2,1,0,35,0,0,0,0,8,1,2,23,0,48,1,1,0,3,0,1,1,0,0,0,0
14,pmdvhlwta8tlv.xyz,21,0,,4,0,0,20,11,0,0,0,1,1,2,23,1,33,0,0,4,0,0,1,1,1,0,0,1
14,wf6fne9tz9cq.info,19,0,,2,1,0,9,6,0,0,0,2,1,2,23,0,23,0,1,0,0,0,0,0,0,0,0,1
20,skpdlug15guc.biz,39,0,,2,0,0,14,1,0,0,0,6,1,1082,23,1,54,1,0,1,2,0,1,0,0,0,0,0
14,ubmvzy.biz,38,0,,2,1,0,22,6,0,0,0,2,1,4618,23,1,0,1,0,0,6,1,1,1,0,0,0,0
14,8kbsifi.xyz,31,0,,3,1,0,17,15,0,0,1,1,0,3438,25496,1,50,1,0,0,0,0,0,0,0,0,0,0
48,o9o7819j.com,19,0,,2,1,0,23,2,0,0,0,2,1,2,23,1,0,1,0,3,1,0,0,0,0,0,0,0
92,1s4hs4hlj3o.info,17,0,,2,1,0,8,0,0,0,0,1,1,4007,23,1,100,0,0,0,4,0,0,1,0,0,0,0
41,dr7n3.info,11,0,,3,1,0,55,2,0,0,0,3,0,3589,165487,1,73,0,1,0,0,0,1,1,0,0,0,0
14,xuamza.info,20,0,,2,2,0,0,0,0,0,0,4,1,2,23,1,0,0,1,0,0,0,0,0,0,0,0,1
21,1z5a7n66e5xrame.xyz,31,0,,3,2,0,17,5,0,0,0,1,0,2275,164938,1,63,1,0,1,3,0,1,0,0,0,0,1
29,ne567as.org,21,0,,2,0,0,22,0,1,0,0,4,1,1699,3571,0,71,1,1,4,0,0,0,0,0,1,0,1
44,i1efjf.xyz,20,0,,3,0,0,55,12,0,0,0,1,0,1623,23,0,27,0,0,0,1,0,1,0,0,0,0,1
101,1d9ovhptc0.info,7,0,,3,0,0,31,6,0,0,0,1,1,3795,247638,1,100,1,1,0,2,0,1,1,0,1,0,1
48,9o7ub11o6sc9ya.com,21,0,,3,1,0,0,9,0,0,0,4,0,2,23,0,38,1,0,4,0,0,0,1,0,1,0,1
74,q9qx1jt5u5js8.xyz,36,0,,3,2,0,37,0,0,0,0,5,0,3367,27510,1,41,1,1,0,1,0,0,1,0,0,0,1
46,88vrn31o.org,17,0,,3,1,0,12,5,0,0,0,3,1,2100,58380,1,28,1,0,0,0,0,0,1,0,1,0,0
41,4evnhfde.com,29,0,,3,0,0,32,4,0,0,0,3,1,1027,23,1,55,1,1,0,2,0,0,0,1,0,0,0
20,wufql.net,23,0,,3,1,0,0,4,1,0,0,1,1,2366,168659,1,33,1,1,0,8,0,0,0,0,0,0,1
23,4i7r3b07k8.biz,27,0,,2,1,0,6,11,0,0,0,5,1,2,129175,1,33,0,0,0,4,0,0,0,0,0,1,1
75,7ouy6stm.xyz,24,0,,2,0,0,12,4,0,0,0,1,1,807,23,1,0,1,1,0,3,0,0,1,0,0,0,1
65,veg5i2.xyz,38,0,,2,0,0,46,10,0,0,0,1,1,2232,23,1,38,0,0,0,1,0,0,0,0,0,0,1
74,kewf01uchfjb.com,16,0,,2,0,0,32,0,0,0,0,4,0,1057,23,1,46,1,0,2,5,0,1,0,0,1,0,1
42,j97voq.com,10,0,,2,1,0,4,0,0,0,0,4,1,3390,213095,1,93,0,0,0,0,0,1,1,0,0,0,1
20,4wnuk1o1mnlni.info,34,0,,2,1,0,13,13,0,0,1,3,1,4745,116599,0,0,1,0,2,4,0,1,1,0,0,0,0
79,h8b2p0msxel9.org,30,0,,2,1,0,14,6,0,0,0,7,0,1421,23,1,96,1,1,2,0,0,1,0,0,0,0,1
14,lxhk6h86d.net,32,0,,2,1,0,23,0,0,0,0,2,0,2,23,1,0,0,0,0,5,0,1,1,0,1,0,1
14,7oehiaj.xyz,32,0,,2,2,0,49,0,0,0,0,1,1,2670,559921,0,0,0,0,0,4,0,0,0,0,0,0,0
42,d8h6gq3t.com,37,0,,3,1,0,0,0,0,0,0,1,1,4722,242526,1,3,1,0,2,3,0,0,0,0,0,0,0
43,c9l5j.org,20,0,,3,0,0,36,0,0,0,0,8,1,2,175459,1,4,1,1,2,0,0,1,0,0,0,0,1
14,nc1kmln.info,32,0,,2,2,0,7,7,1,0,1,8,1,2,23,1,71,1,0,1,0,0,0,0,0,0,0,1
27,me8v2qi.xyz,4,0,,3,0,0,0,0,0,0,0,3,0,2,292535,0,0,0,0,0,8,0,0,1,0,0,0,0
14,45zjxj76j293ux.biz,20,0,,2,0,0,22,0,0,0,0,7,1,2,23,0,23,0,1,0,0,0,0,0,0,0,0,0
130,4uu33uszra4no.xyz,24,0,,2,0,0,26,1,0,0,0,1,1,1944,23,1,0,0,0,0,7,0,0,1,0,1,0,1
35,0kucrh6.com,9,0,,3,0,0,38,23,0,0,0,1,1,2957,23,1,6,1,0,0,0,0,0,0,0,1,0,0
85,323y3xg.xyz,41,0,,3,0,0,0,0,0,0,0,1,1,6326,183409,1,90,1,1,2,1,0,0,1,0,0,0,1
41,k38b0m.org,34,0,,3,2,0,0,0,0,0,0,3,0,2,83843,0,100,1,1,4,0,0,0,1,0,0,0,1
53,afscn.org,17,0,,3,1,0,3,0,1,0,0,1,1,2592,23,1,76,0,1,2,3,0,0,0,0,0,0,1
21,imla6ywvki2.org,19,0,,2,0,0,0,15,0,0,0,6,1,2975,89652,0,34,1,0,0,0,0,0,0,0,0,0,0
64,ag77fgre559qv.info,24,0,,2,0,0,12,16,0,0,0,3,1,3720,23,0,28,1,1,0,3,0,0,1,1,0,0,1
97,t873n1vunos1bf.org,18,0,,2,1,0,33,0,0,0,0,1,1,2,111371,1,76,1,1,0,0,0,0,1,0,1,0,1
60,a734huziw.biz,8,0,,2,1,0,28,0,0,0,0,1,1,7316,187201,1,97,1,0,0,1,0,0,0,0,1,0,1
21,pjcgrrgn6gemy.org,26,0,,2,0,0,0,7,0,0,0,4,0,2,23,1,0,1,1,1,5,0,1,0,0,0,0,1
14,0ffmu.info,32,0,,2,1,0,31,1,0,0,0,1,1,2,23,1,33,1,1,2,0,0,0,0,1,0,0,0
74,mdfuy.xyz,18,0,,3,1,0,0,0,0,0,0,3,1,2225,23,1,32,1,0,1,1,0,0,0,0,0,0,0
14,abic8.info,32,0,,3,1,0,0,10,0,0,0,3,0,2784,23,1,8,1,0,0,2,0,0,1,0,0,0,1
15,xgzidimwq0.com,17,0,,3,1,0,0,2,0,0,0,4,1,490,23,1,10,1,0,1,0,0,0,0,0,0,0,1
62,9fayy7.xyz,25,0,,3,0,0,20,4,0,0,0,4,1,2,23,1,42,0,0,0,6,0,0,0,0,0,0,1
52,wm2abg5mq.com,12,0,,2,0,0,0,0,0,0,0,2,1,2,29777,1,61,0,0,0,9,0,0,0,1,0,0,1
14,inlfp3u.xyz,23,0,,3,1,0,12,0,1,0,0,5,1,830,23,1,89,1,0,0,0,0,0,0,0,0,0,0
29,879eggwxr41hf.xyz,11,0,,2,0,0,15,1,0,0,0,4,1,328,304848,0,0,0,0,0,2,0,1,0,0,0,0,1
39,4r0trwvv5.info,4,0,,3,1,0,0,0,0,0,0,1,1,2,23,1,46,1,0,0,6,0,0,1,1,0,0,1
69,0oymjbmk7sa.info,15,0,,2,1,0,37,0,0,0,0,1,0,2,23,1,100,1,0,2,0,0,1,0,0,0,1,1
33,tcxue0re.biz,30,0,,2,0,0,37,0,0,0,0,1,1,2,23,1,45,0,0,0,0,0,0,1,0,0,0,1
14,8x1034bs14z.info,31,0,,2,0,0,22,5,0,0,0,3,1,169,23,1,97,0,0,0,0,0,1,0,0,0,0,1
101,9at171ep0ey09.info,28,0,,2,1,0,20,0,0,0,0,2,1,3656,140444,1,61,1,1,0,8,0,1,0,0,0,0,1
77,1sx4vs.info,8,0,,2,1,0,0,10,0,0,0,1,1,1597,61871,1,81,0,1,1,1,0,0,1,0,0,0,1
14,ibo3x1mgolh.biz,11,0,,2,1,0,22,8,0,0,0,1,1,2,23,1,69,0,1,0,0,0,1,1,0,0,0,1
43,heqnlucx7qd.org,35,0,,3,1,0,25,1,0,0,0,1,1,2,90618,1,98,0,0,0,4,0,1,0,0,0,0,1
76,2xi1imn.org,16,0,,2,1,0,29,0,0,0,0,1,0,203,23,1,14,0,0,0,0,0,1,0,0,0,0,1
14,j4ucq5x.biz,23,0,,3,0,0,0,0,0,0,0,2,1,1215,8533,1,73,1,0,4,8,1,0,0,0,0,0,1
53,za9wndbs7zjed7g.org,30,0,,2,1,0,31,0,0,0,0,9,0,2116,2967,1,48,1,1,0,3,0,0,0,0,0,1,1
16,72a3mv5z3js1.biz,29,0,,2,1,0,15,10,0,0,0,1,0,2,184279,0,73,1,0,5,0,0,0,0,0,0,0,0
14,m2u5i6742e.org,7,0,,2,1,0,4,1,0,0,0,1,1,2,67814,0,18,1,1,0,0,0,0,0,0,0,0,1
28,rfexfxatbp47.net,19,0,,3,1,0,0,8,0,0,0,3,1,3078,18772,1,24,0,0,0,0,0,1,0,1,0,0,0
28,6bm1jel91j.com,30,0,,2,1,0,14,1,0,0,0,2,1,1039,134124,1,0,1,0,0,6,0,1,0,0,1,0,0
18,hzdcfg71yi.biz,21,0,,3,0,0,26,3,0,0,0,4,1,2,42113,1,66,1,1,0,5,0,0,0,0,0,0,1
14,wua5j2wlafsu.org,16,0,,3,0,0,47,0,0,0,0,3,1,2,23,1,84,0,0,1,2,0,0,1,1,0,0,0
14,brvkpljsszb6.net,4,0,,2,2,0,16,0,0,0,0,5,1,2,55396,1,100,1,0,0,0,0,0,0,0,0,0,1
26,kl5qmfzcf.net,15,0,,3,2,0,47,0,0,0,0,1,0,4534,23,1,20,1,0,0,6,1,0,0,0,0,0,1
14,u39oadnfvtrn4.info,18,0,,3,0,0,28,14,0,0,0,1,1,3651,220737,0,75,1,0,0,0,0,0,0,0,1,0,1
24,2o50v689u1srfgh.xyz,33,0,,3,0,0,25,3,0,0,0,1,1,3429,100259,1,100,0,0,0,2,0,1,0,0,0,0,1
52,37a2mx1nmfg5.com,11,0,,3,1,0,35,4,0,0,0,6,1,1217,40477,1,85,1,1,2,0,0,0,0,0,0,0,0
73,imb8qsstn3xc1.info,21,0,,2,1,0,0,3,0,0,0,1,1,1841,23,1,71,1,0,0,0,0,1,0,1,0,0,1
14,in0rflarzdp.org,26,0,,3,0,0,26,4,0,0,0,1,1,2,23,1,9,0,1,0,0,1,1,0,1,0,0,0
35,mhyov4qm6.xyz,21,0,,3,0,0,52,11,0,0,0,3,1,2,102355,1,47,0,0,0,3,0,1,1,0,0,0,1
31,p78raav9t.net,28,0,,3,0,0,0,9,0,0,0,1,1,6552,23,1,100,0,1,0,4,0,1,0,0,1,0,1
73,9hkky.info,8,0,,2,0,0,26,0,0,0,0,3,1,2876,23,0,100,1,0,0,13,0,0,1,1,0,0,1
24,2d6i6a.org,17,0,,2,1,0,4,1,0,0,1,1,0,1507,67686,1,10,1,0,2,0,0,0,0,0,0,0,1
48,mfqsdr5cbheg4.net,11,0,,2,0,0,42,7,0,0,0,2,0,2,335,1,56,1,1,0,1,0,1,1,0,1,0,0
16,jrnlqi.info,13,0,,2,1,0,37,0,0,0,0,1,1,1848,46635,1,12,0,0,0,4,0,0,0,0,0,0,0
14,0pu8k15s.net,22,0,,3,0,0,26,0,0,0,0,1,1,2232,350489,1,47,1,1,0,6,0,0,1,0,0,0,1
43,gqgy8q9ghjz5t7.com,14,0,,3,1,0,0,3,0,0,0,1,1,2,44778,1,94,1,0,0,6,0,0,1,0,1,0,0
14,tmn2jqn6ko6p14.com,28,0,,3,0,0,0,0,0,0,0,1,1,2,23,1,0,0,1,0,1,0,1,0,1,0,0,1
62,th8og7dd1r05.org,38,0,,2,1,0,5,2,0,0,0,1,1,1463,23,1,100,0,0,0,5,0,0,0,1,1,0,0
32,65mqgyr.com,16,0,,2,0,0,28,0,0,0,0,1,0,2093,101224,1,14,1,0,1,8,0,1,1,0,1,0,0
14,g7rbf4btgwe1t.org,19,0,,3,0,0,28,16,0,0,0,2,1,5037,23,1,100,1,1,0,6,0,0,1,0,1,0,0
24,6vubbqsj.net,23,0,,2,1,0,40,0,0,0,0,1,1,2504,23,1,100,1,1,0,0,0,1,0,0,0,0,1
14,d0tfxp0h7lepln.xyz,21,0,,2,1,0,29,2,0,0,0,1,1,2,23,0,42,0,0,0,0,0,1,0,0,0,0,1
14,9xpflk60j4.info,14,0,,3,0,0,17,5,0,0,0,2,1,2,23,1,100,1,0,0,1,0,0,1,1,0,0,1
32,800hkydjisxmh.biz,14,0,,3,1,0,51,0,0,0,0,8,1,2,23,1,0,1,0,1,4,0,0,0,0,1,0,1
109,elm5f6zmtd8s8z.org,30,0,,3,1,0,91,5,0,0,0,1,0,3476,23,1,0,0,1,0,2,0,1,0,0,1,0,1
14,jj4mcx4rbz.com,12,0,,2,0,0,50,0,0,0,0,1,1,2,442903,1,49,0,0,0,2,1,1,0,0,0,0,1
64,ve8fk23m.info,23,0,,2,0,0,43,7,0,0,0,1,0,2951,228633,1,74,1,1,0,0,0,0,1,0,0,0,1
14,dv3fk.info,29,0,,3,0,0,62,0,0,0,0,4,1,577,43010,1,13,0,1,3,0,0,1,1,0,0,0,0
49,9lz92yhcqmr.biz,22,0,,3,0,0,0,2,0,0,0,3,0,6492,23,1,95,1,0,0,3,0,0,0,0,0,0,1
14,vm2jpk7hszg.org,15,0,,2,0,0,0,4,0,0,0,3,1,2,16653,0,26,1,1,0,0,0,0,0,0,0,1,1
74,382skb7giow.org,20,0,,3,1,0,42,0,0,0,0,1,1,3138,59040,1,94,1,0,0,0,0,1,0,0,0,0,1
14,o9w9nnvd5f8.net,27,0,,3,0,0,0,0,0,0,0,1,1,2,23,0,67,0,1,0,7,0,1,0,0,0,0,0
82,fmfynssxpkbunn.com,17,0,,2,0,0,38,0,0,0,0,2,1,1977,123729,1,58,1,0,2,0,0,1,0,0,0,0,1
55,bh2ar.biz,26,0,,3,1,0,16,17,0,0,0,1,0,2,23,1,96,1,0,0,9,0,1,1,0,1,0,1
14,51483fsb.biz,11,0,,3,1,0,9,0,0,0,0,1,1,2,398604,1,42,1,0,0,10,0,0,0,0,1,0,1
14,px4hy1ui5fa3z3n.com,21,0,,2,0,0,27,0,0,0,0,5,1,1451,23,1,92,1,0,1,7,0,1,0,0,0,0,0
17,oeie4.org,12,0,,2,1,0,8,0,0,0,0,1,1,3409,92751,1,0,0,0,1,1,0,1,1,0,0,0,1
14,e7wdf6m7ev7wn.biz,16,0,,2,2,0,11,6,0,0,0,1,1,2,23,1,86,1,0,2,2,0,1,0,1,0,0,1
58,g7ygr2.org,26,0,,3,0,0,0,3,0,0,0,1,1,1584,23,1,100,1,1,2,0,0,0,0,0,0,0,1
94,i72puved1q2hg.net,4,0,,3,1,0,0,1,0,0,1,4,1,3213,23,1,65,0,0,0,5,0,0,0,1,0,0,1
85,isodtm.org,21,0,,2,0,0,31,0,0,0,0,3,1,2,189659,1,23,1,0,0,4,0,1,0,0,0,0,1
122,ibjdvrs68x0f.org,10,0,,2,1,0,0,7,0,0,0,4,1,4914,124478,1,28,1,1,0,1,0,1,0,0,0,0,1
14,5phvnhs.com,27,0,,2,1,0,0,3,0,0,1,4,1,2905,46906,0,70,1,1,3,0,0,1,0,0,0,0,0
14,mt5bp9r35snotwb.net,31,0,,2,1,0,19,0,0,0,0,1,1,1144,23,1,0,0,0,0,3,0,0,0,0,1,0,1
29,p9jmej.biz,21,0,,3,0,0,0,1,0,0,0,3,0,820,343282,1,48,1,0,0,0,0,1,0,0,0,0,1
70,2rlnio.com,35,0,,2,0,0,8,0,0,0,0,6,1,1506,158840,1,79,0,0,0,0,0,1,1,0,0,0,1
62,ahv8tqgu.com,16,0,,3,0,0,20,3,0,0,0,4,1,2,23,1,0,1,0,1,0,0,0,0,0,0,0,1
33,sdnxq7uiya2zz.info,31,0,,3,1,0,0,8,0,0,0,1,0,1925,93855,1,91,1,0,0,2,0,1,0,0,1,0,0
44,v1dskbir.info,5,0,,2,1,0,14,0,0,0,0,6,1,2,218606,1,59,1,1,1,0,0,0,0,1,1,0,0
46,im65e29dcv8u.xyz,14,0,,3,0,0,41,0,0,0,0,3,0,693,133943,1,100,0,0,0,0,0,0,1,0,0,0,1
126,ggewh2y.com,5,0,,3,0,0,29,0,0,0,0,1,1,2,3857,1,40,1,0,0,0,0,0,0,0,0,0,1
86,mmsh4.xyz,31,0,,3,0,0,0,16,0,0,0,1,1,373,23,0,100,1,0,6,3,0,1,1,0,1,0,0
40,n963c8hizsv43v.biz,25,0,,2,1,0,54,0,0,0,0,1,1,1753,23,1,41,1,0,3,7,0,1,0,0,0,0,1
14,idmvcqhnewhp.biz,16,0,,3,1,0,26,9,0,0,0,5,1,1244,49874,1,56,1,0,0,4,0,1,0,0,1,0,1
14,c88orlkl0d83.xyz,17,0,,2,0,0,31,2,0,0,0,1,1,2,117389,0,0,1,0,6,5,0,1,0,0,0,0,1
59,9ucxezcngg1ce.info,9,0,,2,0,0,22,3,0,0,0,1,1,2392,48448,1,61,1,0,0,2,0,1,1,0,1,0,0
31,po37u.net,33,0,,2,2,0,77,0,0,0,0,5,1,2,23,1,100,0,1,0,0,0,1,0,0,0,0,0
78,8g7mloap8g975.xyz,14,0,,2,2,0,5,7,0,0,0,1,1,915,73587,1,26,1,0,0,0,0,0,1,0,0,0,0
65,ryzrli0d577w5.biz,21,0,,2,1,0,45,8,1,0,0,5,1,4237,53477,1,33,0,1,0,0,0,0,0,0,1,0,1
19,rmr8g.com,15,0,,2,1,0,4,0,0,0,0,1,1,1760,240744,1,81,1,0,1,6,0,1,0,1,0,0,1
82,h2mvam.org,22,0,,2,1,0,11,0,0,0,0,4,1,2322,23,1,40,1,1,1,0,0,0,0,0,1,0,0
126,ippi5h6c087.biz,18,0,,2,2,0,21,1,0,0,0,1,1,2148,23,1,83,1,0,1,3,0,0,0,0,1,0,1
14,i9ryq4sv6.org,27,0,,2,1,0,0,0,0,0,0,2,1,2680,75023,1,28,1,0,0,0,0,0,0,0,0,1,1
38,r7idop9g.org,21,0,,2,0,0,7,0,0,0,0,1,0,2,23,1,61,1,0,1,2,0,0,1,0,0,0,1
39,gb17ce1ln236s.info,20,0,,2,1,0,9,14,0,0,0,1,1,731,23,1,100,1,0,0,0,0,1,0,0,0,0,0
61,zolnx5.net,28,0,,2,1,0,5,11,0,0,0,3,1,2,56609,1,67,1,0,0,0,0,0,0,0,0,0,1
99,zzqf6bhh8m.xyz,24,0,,3,1,0,35,0,0,0,0,8,1,2,79650,1,75,1,0,1,0,0,0,0,0,0,0,1
14,gley0yewgl52.net,22,0,,2,1,0,0,9,0,0,0,2,1,3379,23,1,61,0,1,0,0,0,1,0,0,0,0,1
51,he8zzo2sj.info,14,0,,2,0,0,30,2,0,0,0,1,1,2478,18407,1,5,0,0,0,0,0,1,0,0,0,0,0
14,6ibdueoxiewe.org,15,0,,3,1,0,14,3,0,0,0,1,0,2,23,1,79,1,0,3,1,0,1,1,0,0,0,0
52,ikuzp9j1k02oavl.net,29,0,,3,1,0,0,0,0,0,0,4,1,625,23,1,50,1,0,0,7,0,1,1,0,1,0,0
45,7u7p0d64f2o.biz,26,0,,3,2,0,56,0,0,0,0,5,1,4902,104592,1,58,0,0,0,7,0,0,0,0,1,0,1
54,x8voycrkkg.net,25,0,,2,0,0,0,1,0,0,0,1,1,2526,23,0,100,0,1,3,0,0,1,1,0,0,0,0
19,c2x8t.xyz,15,0,,2,0,0,18,1,1,0,0,1,1,2,129544,1,2,1,0,1,3,0,1,0,0,0,0,1
86,8mb30e28bd2bsn.xyz,17,0,,2,1,0,20,1,1,0,1,1,0,2,23,1,40,1,1,2,1,0,1,0,0,0,0,0
40,sxvs9o00kwr9en7.info,28,0,,2,1,0,40,0,0,0,0,1,1,2739,55784,1,44,0,0,1,0,0,0,0,0,0,0,0
14,2iiwxkxfl.xyz,12,0,,2,1,0,0,7,0,0,0,1,0,2,308940,1,100,1,0,0,2,0,0,0,0,1,0,1
14,ajmoq4jxlj.info,16,0,,3,1,0,0,4,0,0,0,7,1,3436,135967,1,24,1,0,1,0,1,1,0,0,0,0,0
58,6rw14e9l.net,33,0,,2,2,0,0,14,1,0,0,5,1,916,112369,1,100,0,1,0,0,0,0,0,0,1,0,0
63,2vdms791.net,44,0,,3,1,0,7,15,0,0,0,4,1,2,191016,1,3,1,1,0,3,0,0,0,0,0,0,1
18,mplh2flf72i.org,24,0,,2,0,0,49,6,0,0,0,1,0,1981,32797,1,80,0,1,0,0,0,0,1,0,0,0,1
32,gpqow9mhzks6151.net,38,0,,2,1,0,22,0,0,0,0,1,0,1903,23,1,0,1,0,0,0,0,0,0,1,1,0,1
19,imd12k1.info,13,0,,2,1,0,9,0,0,0,0,1,1,2553,23,1,0,1,1,0,1,0,0,0,0,0,0,0
14,2ad1lmlujpyfump.info,27,0,,3,1,0,52,8,0,0,0,2,0,2,35491,1,69,1,1,1,0,0,1,0,0,0,0,0
34,4h9xfc9ux.net,5,0,,2,1,0,0,7,0,0,0,5,1,2,263369,0,44,1,1,0,1,0,1,1,0,0,0,1
14,xktptoqlpo0b8c.info,37,0,,2,0,0,62,8,0,0,1,4,0,5590,244735,0,27,1,0,0,0,0,0,0,0,0,0,1
14,5zr0kyjx.org,9,0,,3,0,0,16,4,1,0,0,1,1,4867,89625,1,66,1,0,0,1,0,0,0,0,1,1,1
21,2k5knb.xyz,43,0,,2,2,0,34,3,0,0,0,4,1,367,22282,1,80,1,0,4,3,0,0,0,0,1,0,1
14,9m2vgczzd9.biz,20,0,,3,1,0,43,3,0,0,0,3,1,5873,23,0,87,0,1,0,9,0,1,0,0,0,0,1
14,aygnp6gfi4yc.org,19,0,,3,1,0,31,4,0,0,0,4,1,3252,23,0,0,1,1,2,0,0,0,1,0,0,0,0
62,a59zxwwdugewnb4.org,30,0,,2,1,0,0,1,0,0,0,6,1,2,23,1,70,0,0,0,1,0,0,1,0,0,0,0
14,l7hnfzejop8wgy.org,25,0,,3,0,0,0,5,0,0,0,1,1,2,23,1,68,1,0,1,5,0,0,1,0,0,0,1
14,3ahyup.net,27,0,,2,1,0,46,7,0,0,0,2,1,2,23,0,75,1,0,1,4,0,0,0,0,1,0,0
